batch_id,app,msgid,current_arabic,approved_arabic,rationale
quality-sweep-001,erpnext,Default Unit of Measure for Item {0} cannot be changed directly because you have already made some transaction(s) with another UOM. You will need to create a new Item to use a different Default UOM.,لا يمكن تغيير وحدة القياس الافتراضية للبند {0} مباشرة لأنك قمت بالفعل ببعض المعاملات (المعاملة) مع UOM أخرى. ستحتاج إلى إنشاء عنصر جديد لاستخدام واجهة مستخدم افتراضية مختلفة.\n<br>\nDefault Unit of Measure for Item {0} cannot be changed directly because you have already made some transaction(s) with another UOM. You will need to create a new Item to use a different Default UOM.,لا يمكن تغيير وحدة القياس الافتراضية للبند {0} مباشرة لأنك قمت بالفعل ببعض المعاملات (المعاملة) مع UOM أخرى. ستحتاج إلى إنشاء عنصر جديد لاستخدام واجهة مستخدم افتراضية مختلفة.,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Delete all the Transactions for this Company,حذف كل المعاملات المتعلقة بالشركة\n<br>\nDelete all the Transactions for this Company,حذف كل المعاملات المتعلقة بالشركة,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Delivery Note {0} is not submitted,لم يتم اعتماد ملاحظه التسليم {0}\n<br>\nDelivery Note {0} is not submitted,لم يتم اعتماد ملاحظه التسليم {0},حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Delivery warehouse required for stock item {0},مستودع التسليم مطلوب للبند المستودعي {0}\n<br>\nDelivery warehouse required for stock item {0},مستودع التسليم مطلوب للبند المستودعي {0},حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,"Difference Account must be a Asset/Liability type account, since this Stock Reconciliation is an Opening Entry","حساب الفرق يجب أن يكون حساب الأصول / حساب نوع الالتزام، حيث يعتبر تسوية المخزون بمثابة مدخل افتتاح\n<br>\nDifference Account must be a Asset/Liability type account, since this Stock Reconciliation is an Opening Entry",حساب الفرق يجب أن يكون حساب الأصول / حساب نوع الالتزام، حيث يعتبر تسوية المخزون بمثابة مدخل افتتاح,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Difference Amount must be zero,مبلغ الفرق يجب أن يكون صفر\n<br>\nDifference Amount must be zero,مبلغ الفرق يجب أن يكون صفر,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Different UOM for items will lead to incorrect (Total) Net Weight value. Make sure that Net Weight of each item is in the same UOM.,UOM المختلفة للعناصر سوف ترتبط بقيمة الحجم الصافي الغير صحيحة . تاكد الحجم الصافي لكل عنصر هي نفس UOM\n<br>\nDifferent UOM for items will lead to incorrect (Total) Net Weight value. Make sure that Net Weight of each item is in the same UOM.,UOM المختلفة للعناصر سوف ترتبط بقيمة الحجم الصافي الغير صحيحة . تاكد الحجم الصافي لكل عنصر هي نفس UOM,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Duplicate item group found in the item group table,تم العثور علي مجموعه عناصر مكرره في جدول مجموعه الأصناف\n<br>\nDuplicate item group found in the item group table,تم العثور علي مجموعه عناصر مكرره في جدول مجموعه الأصناف,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Fixed Asset Item must be a non-stock item.,يجب أن يكون بند الأصول الثابتة عنصرا غير مخزون.<br>\nFixed Asset Item must be a non-stock item.,يجب أن يكون بند الأصول الثابتة عنصرا غير مخزون.,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,For Quantity (Manufactured Qty) is mandatory,للكمية (الكمية المصنعة) إلزامية\n<br>\nFor Quantity (Manufactured Qty) is mandatory,للكمية (الكمية المصنعة) إلزامية,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Increment cannot be 0,لا يمكن أن تكون الزيادة 0\n<br>\nIncrement cannot be 0,لا يمكن أن تكون الزيادة 0,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Installation Note {0} has already been submitted,مذكرة التسليم {0} ارسلت\n<br>\nInstallation Note {0} has already been submitted,مذكرة التسليم {0} ارسلت,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Invalid {0}: {1},{0} غير صالح : {1}\n<br>\nInvalid {0}: {1},{0} غير صالح : {1},حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Item Code required at Row No {0},رمز العنصر المطلوب في الصف رقم {0}\n<br>\nItem Code required at Row No {0},رمز العنصر المطلوب في الصف رقم {0},حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Item variant {0} exists with same attributes,متغير العنصر {0} موجود بنفس السمات\n<br>\nItem variant {0} exists with same attributes,متغير العنصر {0} موجود بنفس السمات,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Item {0} does not exist,العنصر {0} غير موجود\n<br>\nItem {0} does not exist,العنصر {0} غير موجود,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Item {0} does not exist.,العنصر {0} غير موجود\n<br>\nItem {0} does not exist.,العنصر {0} غير موجود,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Item {0} is cancelled,تم إلغاء العنصر {0}\n<br>\nItem {0} is cancelled,تم إلغاء العنصر {0},حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Item {0} is not a stock Item,العنصر {0} ليس عنصر مخزون\n<br>\nItem {0} is not a stock Item,العنصر {0} ليس عنصر مخزون,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Item {0} must be a non-stock item,الصنف {0} يجب ألا يكون صنف مخزن <br>Item {0} must be a non-stock item,الصنف {0} يجب ألا يكون صنف مخزن,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Maintenance start date can not be before delivery date for Serial No {0},تاريخ بدء الصيانة لا يمكن أن يكون قبل تاريخ التسليم للرقم التسلسلي {0}\n<br>\nMaintenance start date can not be before delivery date for Serial No {0},تاريخ بدء الصيانة لا يمكن أن يكون قبل تاريخ التسليم للرقم التسلسلي {0},حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Manufacturing Quantity is mandatory,كمية التصنيع إلزامية\n<br>\nManufacturing Quantity is mandatory,كمية التصنيع إلزامية,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Material Request of maximum {0} can be made for Item {1} against Sales Order {2},المادة يمكن طلب الحد الأقصى {0} للبند {1} من أمر المبيعات {2}\n<br>\nMaterial Request of maximum {0} can be made for Item {1} against Sales Order {2},المادة يمكن طلب الحد الأقصى {0} للبند {1} من أمر المبيعات {2},حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Multiple fiscal years exist for the date {0}. Please set company in Fiscal Year,يوجد سنوات مالية متعددة لنفس التاريخ {0}. الرجاء تحديد الشركة لهذه السنة المالية\n<br>\nMultiple fiscal years exist for the date {0}. Please set company in Fiscal Year,يوجد سنوات مالية متعددة لنفس التاريخ {0}. الرجاء تحديد الشركة لهذه السنة المالية,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Negative Valuation Rate is not allowed,معدل التقييم السلبي غير مسموح به\n<br>\nNegative Valuation Rate is not allowed,معدل التقييم السلبي غير مسموح به,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,New credit limit is less than current outstanding amount for the customer. Credit limit has to be atleast {0},حد الائتمان الجديد أقل من المبلغ المستحق الحالي للعميل. حد الائتمان يجب أن يكون على الأقل {0}\n<br>\nNew credit limit is less than current outstanding amount for the customer. Credit limit has to be atleast {0},حد الائتمان الجديد أقل من المبلغ المستحق الحالي للعميل. حد الائتمان يجب أن يكون على الأقل {0},حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,None of the items have any change in quantity or value.,لا يوجد أي من البنود لديها أي تغيير في كمية أو قيمة.\n<br>\nNone of the items have any change in quantity or value.,لا يوجد أي من البنود لديها أي تغيير في كمية أو قيمة.,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Not allowed to update stock transactions older than {0},غير مسموح بتحديث معاملات الأسهم الأقدم من {0}\n<br>\nNot allowed to update stock transactions older than {0},غير مسموح بتحديث معاملات الأسهم الأقدم من {0},حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Operation Time must be greater than 0 for Operation {0},زمن العملية يجب أن يكون أكبر من 0 للعملية {0}\n<br>\nOperation Time must be greater than 0 for Operation {0},زمن العملية يجب أن يكون أكبر من 0 للعملية {0},حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Overlapping conditions found between:,الشروط المتداخله التي تم العثور عليها بين:\n<br>\nOverlapping conditions found between:,الشروط المتداخله التي تم العثور عليها بين:,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Party Type is mandatory,حقل نوع المستفيد إلزامي\n<br>\nParty Type is mandatory,حقل نوع المستفيد إلزامي,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Party is mandatory,حقل المستفيد إلزامي\n<br>\nParty is mandatory,حقل المستفيد إلزامي,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Please click on 'Generate Schedule' to get schedule,الرجاء الضغط علي ' إنشاء الجدول ' للحصول علي جدول\n<br>\nPlease click on 'Generate Schedule' to get schedule,الرجاء الضغط علي ' إنشاء الجدول ' للحصول علي جدول,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Please enter Account for Change Amount,الرجاء إدخال الحساب لمبلغ التغيير\n<br> \nPlease enter Account for Change Amount,الرجاء إدخال الحساب لمبلغ التغيير,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Please enter Cost Center,يرجى إدخال مركز التكلفة\n<br>\nPlease enter Cost Center,يرجى إدخال مركز التكلفة,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Please enter Item Code to get Batch Number,الرجاء إدخال رمز العنصر للحصول على رقم الدفعة\n<br>\nPlease enter Item Code to get Batch Number,الرجاء إدخال رمز العنصر للحصول على رقم الدفعة,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Please enter Preferred Contact Email,الرجاء إدخال البريد الكتروني المفضل للاتصال\n<br>\nPlease enter Preferred Contact Email,الرجاء إدخال البريد الكتروني المفضل للاتصال,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Please enter Purchase Receipt first,الرجاء إدخال إيصال الشراء أولا\n<br>\nPlease enter Purchase Receipt first,الرجاء إدخال إيصال الشراء أولا,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Please enter Receipt Document,الرجاء إدخال مستند الاستلام\n<br>\nPlease enter Receipt Document,الرجاء إدخال مستند الاستلام,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Please enter Reference date,الرجاء إدخال تاريخ المرجع\n<br>\nPlease enter Reference date,الرجاء إدخال تاريخ المرجع,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Please mention no of visits required,يرجى ذكر عدد الزيارات المطلوبة\n<br>\nPlease mention no of visits required,يرجى ذكر عدد الزيارات المطلوبة,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Please pull items from Delivery Note,الرجاء سحب البنود من مذكرة التسليم\n<br>\nPlease pull items from Delivery Note,الرجاء سحب البنود من مذكرة التسليم,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Please select Category first,الرجاء تحديد التصنيف أولا\n<br>\nPlease select Category first,الرجاء تحديد التصنيف أولا,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Please select Company,الرجاء اختيار شركة \n<br>\nPlease select Company,الرجاء اختيار شركة,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Please select Company first,الرجاء تحديد الشركة أولا\n<br>\nPlease select Company first,الرجاء تحديد الشركة أولا,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Please select Posting Date before selecting Party,الرجاء تجديد تاريخ النشر قبل تحديد المستفيد\n<br>\nPlease select Posting Date before selecting Party,الرجاء تجديد تاريخ النشر قبل تحديد المستفيد,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Please select Posting Date first,الرجاء تحديد تاريخ النشر أولا\n<br>\nPlease select Posting Date first,الرجاء تحديد تاريخ النشر أولا,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Please select item code,الرجاء تحديد رمز البند\n<br>\nPlease select item code,الرجاء تحديد رمز البند,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Please select {0} first,الرجاء تحديد {0} أولا\n<br>\nPlease select {0} first,الرجاء تحديد {0} أولا,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Please specify Company to proceed,الرجاء تحديد الشركة للمضى قدما\n<br>\nPlease specify Company to proceed,الرجاء تحديد الشركة للمضى قدما,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Please specify from/to range,يرجى التحديد من / إلى النطاق\n<br>\nPlease specify from/to range,يرجى التحديد من / إلى النطاق,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Posting Date cannot be future date,لا يمكن أن يكون تاريخ النشر تاريخا مستقبلا\n<br>\nPosting Date cannot be future date,لا يمكن أن يكون تاريخ النشر تاريخا مستقبلا,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Posting date and posting time is mandatory,تاريخ النشر و وقت النشر الزامي\n<br>\nPosting date and posting time is mandatory,تاريخ النشر و وقت النشر الزامي,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Purchase Order {0} is not submitted,طلب الشراء {0} يجب أن يعتمد\n<br>\nPurchase Order {0} is not submitted,طلب الشراء {0} يجب أن يعتمد,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Purpose must be one of {0},الهدف يجب ان يكون واحد ل {0}\n<br>\nPurpose must be one of {0},الهدف يجب ان يكون واحد ل {0},حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Quantity required for Item {0} in row {1},الكمية مطلوبة للبند {0} في الصف {1}\n<br>\nQuantity required for Item {0} in row {1},الكمية مطلوبة للبند {0} في الصف {1},حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Quantity should be greater than 0,الكمية يجب أن تكون أبر من 0\n<br>\nQuantity should be greater than 0,الكمية يجب أن تكون أبر من 0,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Reference Doctype must be one of {0},المستند المرجع يجب أن يكون واحد من {0}\n<br>\nReference Doctype must be one of {0},المستند المرجع يجب أن يكون واحد من {0},حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Reference No & Reference Date is required for {0},رقم المرجع وتاريخه مطلوبان ل {0}\n<br>\nReference No & Reference Date is required for {0},رقم المرجع وتاريخه مطلوبان ل {0},حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Reference No is mandatory if you entered Reference Date,رقم المرجع إلزامي اذا أدخلت تاريخ المرجع\n<br>\nReference No is mandatory if you entered Reference Date,رقم المرجع إلزامي اذا أدخلت تاريخ المرجع,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Root Type is mandatory,نوع الجذر إلزامي\n<br>\nRoot Type is mandatory,نوع الجذر إلزامي,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Root cannot have a parent cost center,الجذر لا يمكن أن يكون له مركز تكلفة أب\n<br>\nRoot cannot have a parent cost center,الجذر لا يمكن أن يكون له مركز تكلفة أب,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Row #{0}: Not allowed to change Supplier as Purchase Order already exists,الصف رقم {0}: غير مسموح تغيير المورد لأن أمر الشراء موجود مسبقاً\n<br>\nRow #{0}: Not allowed to change Supplier as Purchase Order already exists,الصف رقم {0}: غير مسموح تغيير المورد لأن أمر الشراء موجود مسبقاً,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Row #{0}: Please set reorder quantity,الصف # {0}: يرجى تعيين إعادة ترتيب الكمية\n<br>\nRow #{0}: Please set reorder quantity,الصف # {0}: يرجى تعيين إعادة ترتيب الكمية,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,"Row #{0}: Reference Document Type must be one of Purchase Order, Purchase Invoice or Journal Entry","الصف {0} : نوع المستند المرجع يجب أن يكون واحدة من طلب شراء ,فاتورة شراء أو قيد يومبة\n<br>\nRow #{0}: Reference Document Type must be one of Purchase Order, Purchase Invoice or Journal Entry","الصف {0} : نوع المستند المرجع يجب أن يكون واحدة من طلب شراء ,فاتورة شراء أو قيد يومبة",حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Row {0}: Advance against Supplier must be debit,الصف {0}:المورد المقابل المتقدم يجب أن يكون مدين\n<br>\nRow {0}: Advance against Supplier must be debit,الصف {0}:المورد المقابل المتقدم يجب أن يكون مدين,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Row {0}: Currency of the BOM #{1} should be equal to the selected currency {2},الصف {0}: العملة للـ BOM #{1} يجب أن يساوي العملة المختارة {2}<br>Row {0}: Currency of the BOM #{1} should be equal to the selected currency {2},الصف {0}: العملة للـ BOM #{1} يجب أن يساوي العملة المختارة {2},حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Row {0}: UOM Conversion Factor is mandatory,الصف {0}: عامل تحويل UOM إلزامي\n<br>\nRow {0}: UOM Conversion Factor is mandatory,الصف {0}: عامل تحويل UOM إلزامي,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Sales Order required for Item {0},طلب البيع مطلوب للبند {0}\n<br>\nSales Order required for Item {0},طلب البيع مطلوب للبند {0},حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Sales Order {0} is not submitted,لا يتم اعتماد أمر التوريد {0}\n<br>\nSales Order {0} is not submitted,لا يتم اعتماد أمر التوريد {0},حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Sales Order {0} is not valid,أمر البيع {0} غير موجود\n<br>\nSales Order {0} is not valid,أمر البيع {0} غير موجود,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Same Company is entered more than once,تم إدخال نفس الشركة أكثر من مره\n<br>\nSame Company is entered more than once,تم إدخال نفس الشركة أكثر من مره,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Serial No {0} does not belong to Delivery Note {1},الرقم المتسلسل {0} لا ينتمي الى مذكرة تسليم {1}\n<br>\nSerial No {0} does not belong to Delivery Note {1},الرقم المتسلسل {0} لا ينتمي الى مذكرة تسليم {1},حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Serial No {0} does not belong to Item {1},الرقم المتسلسل {0} لا ينتمي إلى البند {1}\n<br>\nSerial No {0} does not belong to Item {1},الرقم المتسلسل {0} لا ينتمي إلى البند {1},حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Serial No {0} does not exist,الرقم المتسلسل {0} غير موجود\n<br>\nSerial No {0} does not exist,الرقم المتسلسل {0} غير موجود,حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Serial No {0} is under maintenance contract upto {1},الرقم التسلسلي {0} يتبع عقد الصيانة حتى {1}\n<br>\nSerial No {0} is under maintenance contract upto {1},الرقم التسلسلي {0} يتبع عقد الصيانة حتى {1},حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
quality-sweep-001,erpnext,Serial No {0} is under warranty upto {1},الرقم التسلسلي {0} تحت الضمان حتى {1}\n<br>\nSerial No {0} is under warranty upto {1},الرقم التسلسلي {0} تحت الضمان حتى {1},حذف تكرار النص الإنجليزي المطابق للمصدر بعد الترجمة العربية.
